
vie;t+p;64;64;2;0;0.7321;0.5218
vie;t+p;64;64;3;0;0.7335;0.5256
vie;t+p;64;128;2;0;0.8167;0.5261
vie;t+p;64;128;3;0;0.8294;0.5364
vie;t+p;64;200;2;0;0.8791;0.5629
vie;t+p;64;200;3;0;0.8801;0.5441
vie;t+p;64;300;2;0;0.9146;0.5634
vie;t+p;64;300;3;0;0.9150;0.5416
vie;t+p;128;64;2;0;0.7461;0.5096
vie;t+p;128;64;3;0;0.7699;0.5061
vie;t+p;128;128;2;0;0.8346;0.5111
vie;t+p;128;128;3;0;0.8510;0.5238
vie;t+p;128;200;2;0;0.8876;0.5219
vie;t+p;128;200;3;0;0.8933;0.5293
vie;t+p;128;300;2;0;0.9308;0.5365
vie;f;64;64;2;0;0.7347;0.5470
vie;f;64;64;3;0;0.7269;0.5436
vie;f;64;128;2;0;0.8078;0.5095
vie;f;64;128;3;0;0.8300;0.5497
vie;f;64;200;2;0;0.8782;0.5387
vie;f;64;200;3;0;0.8772;0.5482
vie;f;64;300;2;0;0.9009;0.5572
vie;f;64;300;3;0;0.9166;0.5715
vie;f;128;64;2;0;0.7597;0.5061
vie;f;128;64;3;0;0.7456;0.5218
vie;f;128;128;2;0;0.8316;0.4992
vie;f;128;128;3;0;0.8346;0.4999
vie;f;128;200;2;0;0.9005;0.5346
vie;f;128;200;3;0;0.8987;0.5208
vie;f;128;300;2;0;0.9343;0.5451
vie;f;128;300;3;0;0.9380;0.5276
vie;f;200;64;2;0;0.7842;0.5198
vie;f;200;64;3;0;0.7766;0.5058
vie;f;200;128;2;0;0.8567;0.5090
vie;f;200;128;3;0;0.8536;0.4997
vie;f;200;200;2;0;0.9239;0.5158
vie;f;200;200;3;0;0.9135;0.5229
vie;f;200;300;2;0;0.9374;0.5220
vie;f;200;300;3;0;0.9435;0.5399
vie;f;64;64;2;0;0.7379;0.5071
vie;f;64;64;3;0;0.7155;0.5355
vie;f;64;128;2;0;0.8201;0.5178
vie;f;64;128;3;0;0.8232;0.5326
vie;f;64;200;2;0;0.8824;0.5366
vie;f;64;200;3;0;0.8799;0.5526
vie;f;64;300;2;0;0.9146;0.5458
vie;f;64;300;3;0;0.9242;0.5583
vie;f;128;64;2;0;0.7569;0.5224
vie;f;128;64;3;0;0.7562;0.5237
vie;f;128;128;2;0;0.8486;0.5034
vie;f;128;128;3;0;0.8472;0.5264
vie;f;128;200;2;0;0.9004;0.5155
vie;f;128;200;3;0;0.8966;0.5341
vie;f;128;300;2;0;0.9327;0.5313
vie;f;128;300;3;0;0.9309;0.5483
vie;f;200;64;2;0;0.7746;0.4877
vie;f;200;64;3;0;0.7669;0.4887
vie;f;200;128;2;0;0.8620;0.5054
vie;f;200;128;3;0;0.8663;0.5142
vie;f;200;200;2;0;0.9139;0.5014
vie;f;200;200;3;0;0.9059;0.5268
vie;f;200;300;2;0;0.9411;0.5358
vie;f;200;300;3;0;0.9388;0.5129
vie;f;64;64;2;0;0.7399;0.5388
vie;f;64;64;3;0;0.7111;0.5501
vie;f;64;128;2;0;0.8208;0.5197
vie;f;64;128;3;0;0.8295;0.5350
vie;f;64;200;2;0;0.8772;0.5408
vie;f;64;200;3;0;0.8583;0.5389
vie;f;64;300;2;0;0.9166;0.5398
vie;f;64;300;3;0;0.9174;0.5512
vie;f;128;64;2;0;0.7738;0.5238
vie;f;128;64;3;0;0.7480;0.5039
vie;f;128;128;2;0;0.8373;0.5173
vie;f;128;128;3;0;0.8542;0.5189
vie;f;128;200;2;0;0.8975;0.5149
vie;f;128;200;3;0;0.8932;0.5309
vie;f;128;300;2;0;0.9240;0.5338
vie;f;128;300;3;0;0.9402;0.5390
vie;f;200;64;2;0;0.7740;0.5041
vie;f;200;64;3;0;0.7755;0.4942
vie;f;200;128;2;0;0.8622;0.5147
vie;f;200;128;3;0;0.8674;0.5095
vie;f;200;200;2;0;0.9013;0.5257
vie;f;200;200;3;0;0.9077;0.5290
vie;f;200;300;2;0;0.9430;0.5120
vie;f;200;300;3;0;0.9328;0.5315
vie;x;64;64;2;0;0.7606;0.5660
vie;x;64;64;3;0;0.7553;0.6081
vie;x;64;128;2;0;0.8519;0.5898
vie;x;64;128;3;0;0.8509;0.6024
vie;x;64;200;2;0;0.9174;0.6119
vie;x;64;200;3;0;0.9121;0.6303
vie;x;64;300;2;0;0.9600;0.6317
